id,name,aadhaar,bank_account,bank_name,address,district,scheme,amount,dob,mobile,registration_date
1693,Naresh Pandey,246010073644,26014895184,Bank of India,"House 975, Krishnanagar, Barpeta",Barpeta,PM Ujjwala,2460.4,1972-02-24,9973288876,2024-02-26
1694,Sanjay Singh,175410352138,13416356462,State Bank of India,"House 400, Shantinagar, Allahabad",Allahabad,PM Fasal Bima,5034.78,1956-09-10,9388394531,2023-09-17
1695,Hitesh Bose,413628100302,05241514029,Bank of Baroda,"House 106, Netaji Nagar, Indore",Indore,PM Ujjwala,2304.8,1994-07-27,9782956933,2025-07-08
1696,Ganesh Yadav,143021797122,35015423984,State Bank of India,"House 165, Gandhi Nagar, Muzaffarpur",Muzaffarpur,PM-KISAN,4755.36,1982-03-08,9654360138,2023-03-18
1697,Bharat Sahu,377712383032,58591575557,Indian Bank,"House 788, Ambedkar Nagar, Ludhiana",Ludhiana,PM-KISAN,3402.95,1969-08-16,9320155889,2024-02-16
1698,Bharat Sharma,959709978845,81315996421,Bank of India,"House 923, Krishnanagar, Bhagalpur",Bhagalpur,PM Ujjwala,2634.32,1964-12-22,9026460310,2023-12-27
1699,Vinod Nair,687433249898,04409041226,UCO Bank,"House 78, Lal Bahadur Nagar, Raipur",Raipur,PM Ujjwala,2879.18,1989-02-07,9351094660,2023-03-22
1700,Munni Mukherjee,230648367100,50860056534,UCO Bank,"House 528, Ambedkar Nagar, Jabalpur",Jabalpur,PMSBY Insurance,1693.71,1980-07-10,9940997474,2023-06-18
1701,Nisha Yadav,767739546986,96540975226,Bank of India,"House 157, Model Town, Jorhat",Jorhat,PM Fasal Bima,3340.67,1967-02-20,9871356549,2021-01-15
1702,Anjali Mallah,912612041894,91422745996,Indian Bank,"House 370, Lal Bahadur Nagar, Lucknow",Lucknow,MGNREGA,11158.42,1974-08-02,9186807401,2024-07-24
1703,Suresh Rajput,773900379506,91509934188,UCO Bank,"House 588, Netaji Nagar, Lakhimpur",Lakhimpur,MGNREGA,7778.34,1994-02-10,9980861641,2023-10-03
1704,Sunil Naidu,077960471432,31597053284,Punjab National Bank,"House 713, Nehru Vihar, Darrang",Darrang,PMKVY Skill Dev,10088.32,1984-03-22,9145285531,2024-03-22
1705,Mangala Singh,640965055916,09185206634,Union Bank,"House 237, Netaji Nagar, Jorhat",Jorhat,PM Awas Yojana,126556.06,1985-08-06,9881100907,2022-12-28
1706,Tulsi Roy,166533587460,21529874136,Punjab National Bank,"House 295, Rampur, Amritsar",Amritsar,NSP Scholarship,6322.12,1965-11-06,9790713099,2024-03-08
1707,Nisha Mishra,112833752177,89142805113,Indian Bank,"House 318, Shantinagar, Raipur",Raipur,PM Fasal Bima,16604.06,1969-09-03,9273534163,2020-12-22
1708,Rekha Roy,879033282077,94871212195,Bank of India,"House 63, Azad Nagar, Goalpara",Goalpara,PM Fasal Bima,24469.7,1997-03-25,9110970148,2025-12-14
1709,Anjali Patel,323474799701,65560240018,Union Bank,"House 500, Bapunagar, Bhopal",Bhopal,PM Awas Yojana,139211.29,1969-09-21,9595645728,2025-05-18
1710,Ganga Bind,842393749398,21019498285,Bank of Baroda,"House 244, Azad Nagar, Jorhat",Jorhat,NSP Scholarship,7172.27,1987-08-25,9968060735,2024-11-02
1711,Mukesh Sahu,125615260897,09828714512,State Bank of India,"House 558, Krishnanagar, Gorakhpur",Gorakhpur,MGNREGA,11438.65,1962-07-05,9923476624,2023-02-04
1712,Mahesh Singh,734326007346,12807813888,UCO Bank,"House 500, Rajiv Nagar, Kanpur",Kanpur,PM Fasal Bima,13560.6,1966-04-27,9890194409,2024-05-15
1713,Pushpa Reddy,814122976776,94156897103,Central Bank,"House 189, New Colony, Dhubri",Dhubri,Ayushman Bharat,13028.1,1970-02-02,9044411626,2024-05-20
1714,Kamla Nath,025607786930,25537686212,State Bank of India,"House 929, Lal Bahadur Nagar, Gorakhpur",Gorakhpur,NSAP Pension,2175.88,1964-04-17,9771948197,2025-05-01
1715,Guddi Jha,379219980108,22222222222,Union Bank,"House 553, Ambedkar Nagar, Dhubri",Dhubri,MGNREGA,7372.03,1968-07-23,9815762341,2021-04-01
1716,Ramesh Verma,836877963251,90596280877,Indian Bank,"House 493, Subhash Nagar, Patna",Patna,PMKVY Skill Dev,19070.27,1973-01-23,9317150748,2025-01-07
1717,Meera Kahar,846963687457,02636750493,Bank of India,"House 142, Azad Nagar, Raipur",Raipur,PM Awas Yojana,138766.81,1986-10-29,9292430110,2024-02-25
1718,Mangala Kurmi,246013894049,64290613420,Punjab National Bank,"House 784, Azad Nagar, Jabalpur",Jabalpur,PMKVY Skill Dev,8512.99,1957-02-28,9333538952,2024-12-23
1719,Lalita Mallah,056885378456,69948520462,Union Bank,"House 598, New Colony, Barpeta",Barpeta,PMSBY Insurance,1355.51,1970-10-12,9523922216,2023-02-20
1720,Geeta Das,428487406709,30117302465,UCO Bank,"House 748, Rajiv Nagar, Dhubri",Dhubri,PM-KISAN,3907.7,1976-05-19,9520573657,2024-07-26
1721,Rajesh Joshi,568979744321,59163179036,Allahabad Bank,"House 273, Nehru Vihar, Sivasagar",Sivasagar,NSAP Pension,2608.64,1992-02-20,9266798174,2022-01-07
1722,Geeta Verma,056204196003,74214965862,Central Bank,"House 203, Nehru Vihar, Bhagalpur",Bhagalpur,PMSBY Insurance,1754.08,1989-08-29,9386746691,2024-01-06
1723,Umesh Pillai,798505796558,02693163067,Allahabad Bank,"House 114, Indira Colony, Lucknow",Lucknow,Ayushman Bharat,16876.67,1980-10-01,9041692031,2021-06-06
1724,Seema Das,469384698903,48924086914,Bank of Baroda,"House 233, Azad Nagar, Jodhpur",Jodhpur,PM Fasal Bima,14700.78,1960-11-29,9629040397,2025-05-13
1725,Neha Yadav,111179984474,56849674000,Central Bank,"House 292, Netaji Nagar, Darbhanga",Darbhanga,PM Ujjwala,2516.85,1993-03-22,9798923089,2025-07-26
1726,Neha Rani,499025385661,77582085875,Indian Bank,"House 905, Model Town, Sonitpur",Sonitpur,PM Awas Yojana,120491.53,1991-05-15,9276415221,2024-12-09
1727,Mamta Ghosh,275661900043,20627562872,Union Bank,"House 960, Lal Bahadur Nagar, Darbhanga",Darbhanga,NSAP Pension,3904.06,1972-08-27,9742075987,2022-11-05
1728,Naresh Joshi,773967876120,69206093467,Allahabad Bank,"House 129, Nehru Vihar, Sivasagar",Sivasagar,PM Awas Yojana,126624.96,1981-05-11,9798516979,2023-10-11
1729,Dinesh Iyer,423555815586,20567657602,Central Bank,"House 944, Rampur, Raipur",Raipur,PM Awas Yojana,126746.54,1980-01-03,9993884793,2022-03-16
1730,Nisha Jha,720385365249,79650202170,Central Bank,"House 719, Rajiv Nagar, Sonitpur",Sonitpur,NSP Scholarship,7779.85,1963-10-25,9564990124,2023-04-14
1731,Umesh Tiwari,845560650565,01307107426,Union Bank,"House 948, Lal Bahadur Nagar, Varanasi",Varanasi,PM-KISAN,4638.57,1984-01-01,9397490579,2024-09-17
1732,Seema Maurya,939611457303,44017052688,Punjab National Bank,"House 520, Indira Colony, Allahabad",Allahabad,NSP Scholarship,10187.98,1983-06-11,9638560403,2021-11-19
1733,Priya Patel,960092458145,60278344984,State Bank of India,"House 867, Sardar Patel Nagar, Varanasi",Varanasi,PM Ujjwala,1984.33,1983-10-06,9690583139,2025-08-31
1734,Rekha Thakur,946420151413,97182300236,Bank of Baroda,"House 127, Subhash Nagar, Varanasi",Varanasi,PM Awas Yojana,148822.42,1995-06-19,9597851336,2020-10-12
1735,Rakesh Mukherjee,262073081016,37837553982,Punjab National Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Allahabad,PM-KISAN,5686.07,2001-02-07,9362464932,2024-12-03
1736,Neha Thakur,558375449423,03445278629,Canara Bank,"House 812, Indira Colony, Indore",Indore,PM Fasal Bima,8769.05,1972-06-28,9927060084,2025-06-06
1737,Sanjay Roy,668707082963,61685427644,Union Bank,"House 554, Shantinagar, Raipur",Raipur,NSAP Pension,5950.49,1998-10-07,9126114219,2024-04-29
1738,Lalita Nath,392952056000,59836073848,Bank of Baroda,"House 236, Gandhi Nagar, Dhubri",Dhubri,NSP Scholarship,9258.15,1991-12-15,9315780077,2022-02-18
1739,Guddi Shah,315860757769,86391793875,Canara Bank,"House 778, Indira Colony, Darbhanga",Darbhanga,PMSBY Insurance,1495.12,1925-03-31,9084253369,2023-11-19
1740,Hari Mishra,964557326441,22219822421,Punjab National Bank,"House 666, Ambedkar Nagar, Amritsar",Amritsar,PMSBY Insurance,1266.11,1973-04-14,9015025359,2023-11-29
1741,Ramesh Nath,979785343821,79159113520,Indian Bank,"House 320, Subhash Nagar, Kamrup",Kamrup,PM-KISAN,2845.18,1966-02-26,9610521460,2023-12-04
1742,Anil Chatterjee,753015287163,37659008372,State Bank of India,"House 219, Krishnanagar, Jorhat",Jorhat,PMSBY Insurance,1893.44,1983-04-11,9024803010,2021-07-18
1743,Hari Gupta,639945711395,20277942716,Allahabad Bank,"House 917, Subhash Nagar, Varanasi",Varanasi,Ayushman Bharat,9938.45,1968-12-02,9514353247,2022-11-17
1744,Rajesh Nath,802747555534,07129036455,Punjab National Bank,"House 725, Sardar Patel Nagar, Dhubri",Dhubri,PMSBY Insurance,1467.42,1974-03-15,9770704891,2024-02-09
1745,Deepak Devi,696676070152,91731957993,Bank of India,"House 817, New Colony, Jodhpur",Jodhpur,NSAP Pension,3986.59,1988-07-01,9296110340,2022-04-21
1746,Seema Das,291485508161,48083603357,Bank of India,"House 550, Bapunagar, Gorakhpur",Gorakhpur,PM-KISAN,5333.7,1995-05-11,9914660771,2023-08-22
1747,Hitesh Kewat,219691936601,25246199327,Central Bank,"House 312, Bapunagar, Barpeta",Barpeta,MGNREGA,13338.48,1921-02-09,9619224003,2024-10-06
1748,Ganesh Bind,036901515352,68229333537,Bank of India,"House 156, New Colony, Goalpara",Goalpara,PM Ujjwala,2522.78,1961-08-17,9288969662,2024-02-14
1749,Geeta Das,467190804341,14663345609,UCO Bank,"House 972, Azad Nagar, Goalpara",Goalpara,PM Fasal Bima,9054.85,1984-06-21,9035548125,2023-07-22
1750,Neha Naidu,665781432133,29443762394,Allahabad Bank,"House 293, Model Town, Jabalpur",Jabalpur,PM Ujjwala,3127.84,1981-07-17,9620709401,2023-12-31
1751,Vandana Ghosh,948997774163,70578662151,Punjab National Bank,"Plot No.4, Near Panchayat Office, Sonitpur",Amritsar,PM Awas Yojana,137225.22,1972-01-21,9611731585,2021-03-10
1752,Munni Das,648850831645,81973544491,Central Bank,"House 897, Azad Nagar, Nagaon",Nagaon,PMKVY Skill Dev,19866.46,1993-08-03,9429089451,2022-12-16
1753,Ramesh Mukherjee,778369422174,38503285574,Canara Bank,"House 30, Nehru Vihar, Gaya",Gaya,PM Awas Yojana,124429.1,1976-07-29,9530379709,2024-04-27
1754,Guddi Sahu,362446719665,54672812144,Bank of Baroda,"House 607, Gandhi Nagar, Dhubri",Dhubri,PM Awas Yojana,141326.92,2000-07-31,9231105222,2025-03-30
1755,Santosh Verma,112541194863,97000904390,State Bank of India,"House 362, Rajiv Nagar, Lucknow",Lucknow,PM Ujjwala,2904.1,1996-08-30,9132822233,2021-09-29
1756,Saroj Pandey,791144221411,26695878139,Allahabad Bank,"House 556, Nehru Vihar, Barpeta",Barpeta,PM-KISAN,2174.81,1971-09-25,9672010358,2020-12-12
1757,Kamla Kurmi,702191998270,41571452923,Union Bank,"House 509, Netaji Nagar, Darbhanga",Darbhanga,NSP Scholarship,7835.59,1970-06-27,9610059430,2021-02-21
1758,Meera Bind,405566811106,40531778918,Bank of Baroda,"House 478, Nehru Vihar, Gaya",Gaya,PMSBY Insurance,1674.44,1981-05-22,9187211696,2023-07-10
1759,Rakesh Jha,171995195342,14030004744,Union Bank,"House 746, Lal Bahadur Nagar, Bhagalpur",Bhagalpur,NSAP Pension,5337.63,2000-07-13,9304282133,2022-04-27
1760,Savita Maurya,466729714336,15586837796,UCO Bank,"House 528, Nehru Vihar, Ludhiana",Ludhiana,PM Awas Yojana,141282.35,1998-03-16,9923510967,2021-02-21
1761,Sunil Mehta,625754227587,25013594899,Bank of India,"House 935, Model Town, Darrang",Darrang,NSP Scholarship,5807.33,1992-02-29,9749718145,2023-09-22
1762,Leela Nath,038560006500,91788866753,Union Bank,"House 655, Sardar Patel Nagar, Ludhiana",Ludhiana,NSP Scholarship,8796.33,1992-08-30,9624275326,2025-09-21
1763,Vandana Bose,203379668128,90626071544,Punjab National Bank,"House 338, Nehru Vihar, Jabalpur",Jabalpur,NSP Scholarship,9392.74,1977-11-05,9496530897,2022-06-18
1764,Rajesh Chauhan,668445378540,77665216495,State Bank of India,"House 762, Subhash Nagar, Jorhat",Jorhat,NSP Scholarship,8367.89,1972-11-10,9564497435,2025-04-15
1765,Lalita Mukherjee,955151875723,47477366067,Union Bank,"House 464, Rajiv Nagar, Bhopal",Bhopal,PMKVY Skill Dev,14778.26,1969-06-28,9485974649,2023-02-05
1766,Sunil Maurya,611908774488,08608122843,Bank of Baroda,"House 309, Model Town, Indore",Indore,Ayushman Bharat,45111.99,1970-01-30,9308216478,2025-10-19
1767,Geeta Mukherjee,773401531629,87750693920,Canara Bank,"House 108, Gandhi Nagar, Jodhpur",Jodhpur,PMKVY Skill Dev,19750.38,1999-09-04,9269166561,2022-09-21
1768,Devaki Lodhi,054874752482,82106552370,Canara Bank,"House 762, Shantinagar, Lucknow",Lucknow,PMKVY Skill Dev,14324.34,1978-10-03,9896326393,2025-03-07
1769,Santosh Joshi,210373633744,21529874136,Bank of India,"House 142, Gandhi Nagar, Jodhpur",Jodhpur,MGNREGA,11501.86,1967-09-29,9594679646,2023-05-20
1770,Hitesh Mehta,153448935670,03221595886,Central Bank,"House 231, Sardar Patel Nagar, Raipur",Raipur,NSP Scholarship,5518.15,1959-02-23,9064204707,2024-12-04
1771,Bharat Shah,313780708737,44333251562,Allahabad Bank,"House 10, New Colony, Kamrup",Kamrup,PM Fasal Bima,4003.09,1973-04-13,9353313817,2022-11-24
1772,Rajan Rajput,031940002048,21225703792,Bank of Baroda,"House 559, Model Town, Amritsar",Amritsar,PMKVY Skill Dev,11151.06,1982-08-25,9809927438,2024-04-03
1773,Vijay Yadav,817247030765,63637859050,State Bank of India,"House 785, Nehru Vihar, Ludhiana",Ludhiana,PM Fasal Bima,9666.13,1991-03-17,9576301462,2022-03-10
1774,Rajesh Verma,513139565240,51573062441,Indian Bank,"House 190, Krishnanagar, Patna",Patna,NSAP Pension,2235.58,1981-07-14,9612310202,2021-12-14
1775,Bharat Bose,673838113074,62257651184,Central Bank,"House 318, Gandhi Nagar, Ludhiana",Ludhiana,NSAP Pension,2734.94,1962-11-06,9678096853,2025-07-13
1776,Deepak Pillai,374175336725,54717956279,Central Bank,"House 450, Gandhi Nagar, Dhubri",Dhubri,PMSBY Insurance,1806.43,1999-09-29,9890488034,2022-06-12
1777,Ganga Mehta,365863220474,19340836317,Canara Bank,"House 544, Lal Bahadur Nagar, Ludhiana",Ludhiana,Ayushman Bharat,11495.32,1980-09-23,9871639557,2025-05-04
1778,Kavita Nath,244926233737,36933051514,UCO Bank,"House 444, Krishnanagar, Jorhat",Jorhat,NSP Scholarship,3605.38,2000-08-02,9441015014,2024-07-14
1779,Nisha Sharma,496524610450,53628366304,UCO Bank,"House 507, Model Town, Darrang",Darrang,PMSBY Insurance,1424.6,1961-04-18,9887876454,2025-07-16
1780,Mukesh Rani,463607170994,17124551891,State Bank of India,"House 423, Rajiv Nagar, Dhubri",Dhubri,Ayushman Bharat,10821.04,1992-01-16,9622188546,2021-04-23
1781,Vandana Tiwari,620981435742,92299319474,Canara Bank,"House 207, Lal Bahadur Nagar, Kamrup",Kamrup,PM Awas Yojana,123223.37,1999-03-27,9947062652,2022-07-17
1782,Deepak Mukherjee,464482481421,57551053319,Allahabad Bank,"House 702, Indira Colony, Raipur",Raipur,PMKVY Skill Dev,9258.28,1972-04-27,9487633156,2025-09-04
1783,Naresh Rani,460508697571,57874401240,Indian Bank,"House 714, New Colony, Ludhiana",Ludhiana,NSP Scholarship,5722.38,1990-04-13,9306824754,2023-10-07
1784,Suresh Patel,739622382265,30334554380,Punjab National Bank,"House 635, Netaji Nagar, Patna",Patna,NSP Scholarship,6060.23,1960-11-22,9389993010,2021-02-09
1785,Ramesh Lodhi,721260155400,73979848428,Bank of India,"House 872, Rampur, Gorakhpur",Gorakhpur,PM Awas Yojana,132082.63,1996-05-15,9350718439,2021-10-15
1786,Vandana Kumar,139118544263,95570225432,Punjab National Bank,"House 289, Rajiv Nagar, Amritsar",Amritsar,PMKVY Skill Dev,12870.15,1979-05-03,9784315311,2021-04-21
1787,Mohan Pandey,855931836550,21176669793,Bank of India,"House 15, Nehru Vihar, Jodhpur",Jodhpur,NSAP Pension,5911.34,1963-10-03,9843856531,2022-11-27
1788,Rakesh Rajput,276623231018,16209756418,Bank of Baroda,"House 329, Ambedkar Nagar, Dhubri",Dhubri,PM Fasal Bima,15175.44,1973-09-08,9841810096,2023-09-28
1789,Ganesh Nirmalkar,260782464530,89393712746,Bank of India,"House 438, Gandhi Nagar, Bhopal",Bhopal,PMKVY Skill Dev,16250.61,1995-09-04,9158362083,2023-01-26
1790,Ritu Patel,138145319189,14493627017,State Bank of India,"House 526, Netaji Nagar, Raipur",Raipur,Ayushman Bharat,14147.12,1993-02-02,9770051448,2023-02-27
1791,Umesh Ghosh,133147586709,21045312685,Allahabad Bank,"House 682, Ambedkar Nagar, Lakhimpur",Lakhimpur,PM Awas Yojana,126169.31,1966-11-21,9085231246,2024-02-03
1792,Meera Nirmalkar,532366500528,77305342453,Allahabad Bank,"House 308, Subhash Nagar, Barpeta",Barpeta,PM-KISAN,5383.11,1971-01-06,9866497648,2023-04-04
1793,Mukesh Naidu,914621940326,81655494283,Central Bank,"House 94, Gandhi Nagar, Ludhiana",Ludhiana,PM Fasal Bima,8691.82,1989-03-05,9138186135,2021-04-08
1794,Nisha Iyer,955506804120,41206279457,Union Bank,"House 864, Nehru Vihar, Sonitpur",Sonitpur,PMKVY Skill Dev,16815.71,1991-05-20,9522407942,2024-01-11
1795,Mukesh Sahu,152589421302,83474590401,Bank of Baroda,"House 723, New Colony, Kanpur",Kanpur,Ayushman Bharat,49091.16,1973-01-20,9512248684,2021-03-06
1796,Seema Lodhi,847397499926,92777053346,Bank of India,"House 594, Azad Nagar, Darbhanga",Darbhanga,PM Ujjwala,2904.6,1975-11-28,9650615861,2024-08-13
1797,Sunita Rani,604294149822,42996684699,State Bank of India,"House 892, Rampur, Jorhat",Jorhat,PM Ujjwala,1820.97,1966-07-03,9924390041,2025-07-23
1798,Devaki Pandey,502196386801,68229333537,State Bank of India,"House 948, Lal Bahadur Nagar, Bhopal",Bhopal,Ayushman Bharat,40755.37,1975-08-21,9374200463,2021-01-08
1799,Lalita Pandey,833953046577,71884843988,Bank of Baroda,"House 863, Model Town, Raipur",Raipur,Ayushman Bharat,34048.18,1956-07-13,9429413757,2023-09-15
1800,Yogesh Kumar,437625331237,83015589706,Canara Bank,"House 497, Subhash Nagar, Indore",Indore,PM Ujjwala,2438.38,1960-05-28,9065975109,2022-09-06
1801,Kamla Das,968372633805,68983611738,Union Bank,"House 160, Subhash Nagar, Gaya",Gaya,PM Awas Yojana,133685.53,1983-03-07,9000095653,2022-01-15
1802,Usha Gupta,377556616408,00163883160,State Bank of India,"House 140, Sardar Patel Nagar, Sivasagar",Sivasagar,MGNREGA,10395.91,1998-01-09,9997606205,2021-03-04
1803,Rajesh Roy,424483933694,87791306877,State Bank of India,"House 25, Netaji Nagar, Nagaon",Nagaon,PMSBY Insurance,1700.29,1996-04-19,9281395620,2023-06-25
1804,Santosh Roy,721777452393,04021996057,Indian Bank,"House 779, Lal Bahadur Nagar, Patna",Patna,PM Awas Yojana,133273.32,1989-11-01,9155233023,2021-05-30
1805,Umesh Devi,937947360461,41774653276,Union Bank,"House 872, Ambedkar Nagar, Lakhimpur",Lakhimpur,PM Awas Yojana,125387.68,1988-04-06,9540545465,2021-09-30
1806,Prakash Kurmi,214672338768,94767175752,Union Bank,"House 333, Lal Bahadur Nagar, Kamrup",Kamrup,NSAP Pension,5833.14,1966-11-18,9678371530,2025-07-06
1807,Santosh Iyer,425112643834,78028264506,Central Bank,"House 694, Bapunagar, Kamrup",Kamrup,PM Awas Yojana,136081.67,1965-11-07,9631246868,2022-10-05
1808,Babli Mallah,628503851191,91508397528,State Bank of India,"House 654, New Colony, Kanpur",Kanpur,PMKVY Skill Dev,10214.61,1961-01-09,9496630508,2025-07-03
1809,Guddi Verma,197270289250,74767203773,Union Bank,"House 280, New Colony, Lucknow",Lucknow,PM Awas Yojana,133077.56,1978-06-14,9520453801,2021-07-31
1810,Saroj Shah,790516589311,12200395974,Bank of India,"House 145, Gandhi Nagar, Kanpur",Kanpur,PM-KISAN,5185.85,1998-05-08,9362567600,2020-12-08
1811,Anil Maurya,272335555025,85094023272,Indian Bank,"House 98, Lal Bahadur Nagar, Allahabad",Allahabad,PM-KISAN,3050.48,1971-11-12,9191352696,2022-10-06
1812,Sunil Sahu,261397512103,95756846433,Allahabad Bank,"House 152, Indira Colony, Darrang",Darrang,Ayushman Bharat,18196.31,1968-12-17,9689130317,2023-03-01
1813,Vijay Thakur,666652431257,42337331262,Central Bank,"House 704, Subhash Nagar, Dhubri",Dhubri,MGNREGA,7901.92,1959-11-28,9599851121,2023-06-19
1814,Tulsi Sahu,092950896305,12877214946,Bank of Baroda,"House 240, Nehru Vihar, Varanasi",Varanasi,PM-KISAN,2737.5,1979-04-17,9016920064,2021-09-24
1815,Dinesh Singh,323899291126,31040124902,Central Bank,"House 279, Krishnanagar, Barpeta",Barpeta,PM Fasal Bima,16061.43,1962-10-24,9528742203,2025-02-08
1816,Suman Sahu,021602185648,51246523945,Canara Bank,"House 511, Ambedkar Nagar, Barpeta",Barpeta,MGNREGA,11911.64,1979-06-09,9622672310,2024-11-08
1817,Mukesh Gupta,365713844428,07579097264,State Bank of India,"House 678, Nehru Vihar, Goalpara",Goalpara,NSAP Pension,3310.55,1965-01-24,9457341399,2022-08-27
1818,Tulsi Bind,470571948423,95019705186,State Bank of India,"House 261, Rampur, Varanasi",Varanasi,PMKVY Skill Dev,10915.3,1998-08-23,9140123345,2020-11-11
1819,Naresh Sharma,929281576236,04882570911,Central Bank,"House 787, Netaji Nagar, Amritsar",Amritsar,PMSBY Insurance,1995.69,1990-12-13,9383615682,2024-07-25
1820,Guddi Naidu,722164809676,68431906654,Allahabad Bank,"House 884, Azad Nagar, Dhubri",Dhubri,NSP Scholarship,6661.38,1996-09-13,9264487554,2020-12-30
1821,Asha Thakur,443989879595,37787726398,Union Bank,"House 686, Gandhi Nagar, Allahabad",Allahabad,NSP Scholarship,8545.08,1977-04-19,9212782324,2025-08-11
1822,Bharat Kewat,049508303103,50814777301,UCO Bank,"House 383, Lal Bahadur Nagar, Nagaon",Nagaon,MGNREGA,4278.65,1992-09-19,9579590679,2020-10-23
1823,Parvati Naidu,474237807387,74191366864,Punjab National Bank,"House 188, Bapunagar, Jabalpur",Jabalpur,PM-KISAN,337120.3,1991-07-06,9493263503,2023-09-03
1824,Ganga Mehta,216095214080,29432551881,Union Bank,"House 750, Indira Colony, Bilaspur",Bilaspur,PM Ujjwala,1946.7,1918-05-25,9781436714,2020-12-07
1825,Mukesh Sharma,622758920723,33962946845,UCO Bank,"House 610, New Colony, Darbhanga",Darbhanga,PMSBY Insurance,1886.86,1973-03-07,9842896047,2021-05-13
1826,Ramesh Joshi,980756896812,12435129554,Canara Bank,"House 865, Nehru Vihar, Nagaon",Nagaon,PM Ujjwala,2344.07,1969-08-15,9762233077,2025-05-10
